Frequency (Hz)	Level (dB)
12607.690430	-123.733978
12613.073730	-118.694664
12618.457031	-105.971451
12623.840332	-72.707680
12629.223633	-65.815178
12634.606934	-70.990776
12639.990234	-103.810890
12645.373535	-117.284859
12650.756836	-122.133980
12656.140137	-137.148911
12661.523438	-134.720184
12666.906738	-133.283905
12672.290039	-142.003754
12677.673340	-132.767365
12683.056641	-129.788300
12688.439941	-135.090317
12693.823242	-141.093979
12699.206543	-131.390396
12704.589844	-133.318710
12709.973145	-133.505524
12715.356445	-140.885818
12720.739746	-147.353745
12726.123047	-136.108093
12731.506348	-141.157776
12736.889648	-136.164902
12742.272949	-134.882309
12747.656250	-139.117523
12753.039551	-135.012863
12758.422852	-133.908401
12763.806152	-134.502335
12769.189453	-141.140976
12774.572754	-135.483429
12779.956055	-140.640366
12785.339355	-127.907890
12790.722656	-129.370087
12796.105957	-132.561020
12801.489258	-120.197495
12806.872559	-120.366043
12812.255859	-113.044716
12817.639160	-106.431038
12823.022461	-96.966103
12828.405762	-80.517120
12833.789062	-65.978226
12839.172363	-65.678520
12844.555664	-79.128990
12849.938965	-96.394272
12855.322266	-106.215088
12860.705566	-112.597145
12866.088867	-118.203362
12871.472168	-123.719109
12876.855469	-125.252518
12882.238770	-132.229996
12887.622070	-131.294144
12893.005371	-138.042084
12898.388672	-129.827255
12903.771973	-142.565109
12909.155273	-133.591019
12914.538574	-129.034500
12919.921875	-130.221054
12925.305176	-130.804169
12930.688477	-132.144196
12936.071777	-133.313599
12941.455078	-142.257935
12946.838379	-134.789963
12952.221680	-132.390182
12957.604980	-142.928986
12962.988281	-130.359161
12968.371582	-127.927437
12973.754883	-134.268097
12979.138184	-133.624878
12984.521484	-130.952301
12989.904785	-142.259048
12995.288086	-132.468185
13000.671387	-130.254837
13006.054688	-130.271820
13011.437988	-131.303024
13016.821289	-133.419617
13022.204590	-132.859360
13027.587891	-132.550903
13032.971191	-116.443161
13038.354492	-70.398293
13043.737793	-64.560135
13049.121094	-70.759651
13054.504395	-117.675674
13059.887695	-130.737152
13065.270996	-134.041885
13070.654297	-130.937134
13076.037598	-142.733963
13081.420898	-143.045029
13086.804199	-135.076584
13092.187500	-133.595398
13097.570801	-127.496124
13102.954102	-126.001602
13108.337402	-128.273972
13113.720703	-127.836693
13119.104004	-136.326950
13124.487305	-136.582321
13129.870605	-134.626556
13135.253906	-136.128204
13140.637207	-137.689133
13146.020508	-136.302750
13151.403809	-129.838577
13156.787109	-129.953522
13162.170410	-137.883926
13167.553711	-132.215714
13172.937012	-144.544434
13178.320312	-128.356781
13183.703613	-128.601532
13189.086914	-128.187180
13194.470215	-127.544533
13199.853516	-122.844910
13205.236816	-134.684311
13210.620117	-123.845589
13216.003418	-123.056625
13221.386719	-116.107559
13226.770020	-112.845055
13232.153320	-104.924637
13237.536621	-95.416801
13242.919922	-77.628342
13248.303223	-64.724411
13253.686523	-65.344879
13259.069824	-80.473763
13264.453125	-96.752663
13269.836426	-105.991226
13275.219727	-111.376045
13280.603027	-121.343796
13285.986328	-119.799301
13291.369629	-132.101852
13296.752930	-125.722771
13302.136230	-127.660698
13307.519531	-137.469360
13312.902832	-124.363083
13318.286133	-128.624893
13323.669434	-133.920853
13329.052734	-130.245987
13334.436035	-133.280075
13339.819336	-142.780396
13345.202637	-130.527740
13350.585938	-129.637558
13355.969238	-134.312225
13361.352539	-128.017441
13366.735840	-128.845108
13372.119141	-132.614716
13377.502441	-123.457726
13382.885742	-121.947067
13388.269043	-125.905525
13393.652344	-139.469345
13399.035645	-133.835434
13404.418945	-134.893112
13409.802246	-135.347855
13415.185547	-137.825241
13420.568848	-131.259018
13425.952148	-135.050873
13431.335449	-124.346115
13436.718750	-128.933640
13442.102051	-118.932640
13447.485352	-105.450089
13452.868652	-75.997726
13458.251953	-71.171455
13463.635254	-78.432838
13469.018555	-109.553017
13474.401855	-116.661728
13479.785156	-126.849243
13485.168457	-126.736328
13490.551758	-122.097847
13495.935059	-129.812347
13501.318359	-124.744957
13506.701660	-130.027298
13512.084961	-135.810684
13517.468262	-128.537857
13522.851562	-130.480087
13528.234863	-126.261383
13533.618164	-124.307579
13539.001465	-125.737312
13544.384766	-122.626389
13549.768066	-122.351173
13555.151367	-125.812202
13560.534668	-124.317062
13565.917969	-125.437241
13571.301270	-131.980133
13576.684570	-130.606400
13582.067871	-130.631699
13587.451172	-125.490417
13592.834473	-128.589508
13598.217773	-132.552658
13603.601074	-134.125092
13608.984375	-134.532257
13614.367676	-133.909439
13619.750977	-123.209595
13625.134277	-128.892273
13630.517578	-127.298477
13635.900879	-120.964340
13641.284180	-111.953514
13646.667480	-108.281487
13652.050781	-97.001160
13657.434082	-77.884644
13662.817383	-66.433601
13668.200684	-67.978149
13673.583984	-85.044350
13678.967285	-100.395126
13684.350586	-109.103874
13689.733887	-116.471153
13695.117188	-122.482216
13700.500488	-123.163040
13705.883789	-126.536858
13711.267090	-127.256264
13716.650391	-129.044754
13722.033691	-129.746063
13727.416992	-125.039612
13732.800293	-134.661957
13738.183594	-142.150284
13743.566895	-136.033936
13748.950195	-132.151581
13754.333496	-125.699593
13759.716797	-134.702850
13765.100098	-128.698502
13770.483398	-126.056862
13775.866699	-132.947220
13781.250000	-131.898956
13786.633301	-129.468124
13792.016602	-127.454224
13797.399902	-124.268761
13802.783203	-124.675728
13808.166504	-130.007126
13813.549805	-139.860428
13818.933105	-130.502121
13824.316406	-124.599808
13829.699707	-117.911713
13835.083008	-125.099983
13840.466309	-129.685928
13845.849609	-126.505371
13851.232910	-119.963623
13856.616211	-118.319427
13861.999512	-108.256958
13867.382812	-83.096130
13872.766113	-79.249977
13878.149414	-87.735229
13883.532715	-112.394402
13888.916016	-121.480560
13894.299316	-125.754227
13899.682617	-125.732628
13905.065918	-120.995850
13910.449219	-125.320457
13915.832520	-131.251709
13921.215820	-131.156418
13926.599121	-127.293365
13931.982422	-123.701950
13937.365723	-127.899185
13942.749023	-125.243713
13948.132324	-124.342194
13953.515625	-124.374367
13958.898926	-124.368324
13964.282227	-136.370956
13969.665527	-126.038635
13975.048828	-127.700455
13980.432129	-138.190140
13985.815430	-135.532990
13991.198730	-135.472443
13996.582031	-122.175217
14001.965332	-117.956322
14007.348633	-118.398544
14012.731934	-125.230453
14018.115234	-137.021988
14023.498535	-128.785339
14028.881836	-134.981567
14034.265137	-115.190315
14039.648438	-131.042450
14045.031738	-121.341080
14050.415039	-113.446228
14055.798340	-110.272209
14061.181641	-101.347847
14066.564941	-91.905396
14071.948242	-70.419609
14077.331543	-60.321514
14082.714844	-62.816490
14088.098145	-82.394363
14093.481445	-96.700638
14098.864746	-104.313225
14104.248047	-113.913750
14109.631348	-116.885948
14115.014648	-118.912857
14120.397949	-126.105453
14125.781250	-125.788612
14131.164551	-124.692932
14136.547852	-121.002693
14141.931152	-144.980347
14147.314453	-125.599533
14152.697754	-118.295914
14158.081055	-118.876190
14163.464355	-121.614487
14168.847656	-124.408852
14174.230957	-121.904915
14179.614258	-126.353951
14184.997559	-131.900314
14190.380859	-119.355415
14195.764160	-118.550774
14201.147461	-136.841202
14206.530762	-123.508904
14211.914062	-134.154419
14217.297363	-134.496811
14222.680664	-131.352142
14228.063965	-134.332397
14233.447266	-129.811356
14238.830566	-121.427048
14244.213867	-125.412643
14249.597168	-120.087868
14254.980469	-130.604111
14260.363770	-113.579857
14265.747070	-114.739723
14271.130371	-100.805832
14276.513672	-89.030556
14281.896973	-68.016930
14287.280273	-65.125870
14292.663574	-74.718750
14298.046875	-96.884346
14303.430176	-107.556511
14308.813477	-114.685715
14314.196777	-118.196121
14319.580078	-134.830353
14324.963379	-117.165306
14330.346680	-121.894646
14335.729980	-123.095192
14341.113281	-116.732147
14346.496582	-117.383583
14351.879883	-122.096313
14357.263184	-130.293381
14362.646484	-129.088074
14368.029785	-156.907455
14373.413086	-128.004761
14378.796387	-122.745735
14384.179688	-127.489807
14389.562988	-126.276283
14394.946289	-125.116562
14400.329590	-128.196564
14405.712891	-123.695190
14411.096191	-125.212898
14416.479492	-133.100266
14421.862793	-130.321228
14427.246094	-136.412537
14432.629395	-133.431473
14438.012695	-130.168274
14443.395996	-127.089539
14448.779297	-129.110916
14454.162598	-117.055016
14459.545898	-120.969841
14464.929199	-116.145676
14470.312500	-114.997734
14475.695801	-105.936783
14481.079102	-95.271477
14486.462402	-71.441223
14491.845703	-62.561195
14497.229004	-66.004974
14502.612305	-88.574898
14507.995605	-102.807526
14513.378906	-108.788063
14518.762207	-116.843048
14524.145508	-120.662331
14529.528809	-128.832535
14534.912109	-117.069260
14540.295410	-126.969086
14545.678711	-127.807693
14551.062012	-123.795479
14556.445312	-119.139595
14561.828613	-117.271034
14567.211914	-118.956604
14572.595215	-121.646492
14577.978516	-118.281456
14583.361816	-118.813698
14588.745117	-124.647301
14594.128418	-122.584831
14599.511719	-127.053444
14604.895020	-128.648315
14610.278320	-122.463051
14615.661621	-123.733276
14621.044922	-116.947075
14626.428223	-116.370697
14631.811523	-126.738625
14637.194824	-116.608505
14642.578125	-114.926674
14647.961426	-127.640358
14653.344727	-119.605209
14658.728027	-118.613754
14664.111328	-122.276588
14669.494629	-116.591507
14674.877930	-117.101677
14680.261230	-111.276581
14685.644531	-103.152359
14691.027832	-87.966476
14696.411133	-69.949196
14701.794434	-68.013412
14707.177734	-78.927582
14712.561035	-98.291023
14717.944336	-111.572235
14723.327637	-114.298576
14728.710938	-119.928497
14734.094238	-121.070152
14739.477539	-120.472755
14744.860840	-119.105072
14750.244141	-116.818558
14755.627441	-116.628937
14761.010742	-117.562828
14766.394043	-117.198250
14771.777344	-134.488861
14777.160645	-122.523193
14782.543945	-135.207138
14787.927246	-121.739212
14793.310547	-130.441925
14798.693848	-125.319572
14804.077148	-124.312950
14809.460449	-124.524117
14814.843750	-122.783066
14820.227051	-120.964119
14825.610352	-115.919083
14830.993652	-118.057358
14836.376953	-121.883888
14841.760254	-117.389893
14847.143555	-119.204987
14852.526855	-128.800186
14857.910156	-130.309814
14863.293457	-117.739243
14868.676758	-121.212753
14874.060059	-122.321060
14879.443359	-116.658340
14884.826660	-119.275764
14890.209961	-108.734398
14895.593262	-97.066689
14900.976562	-69.474625
14906.359863	-61.740318
14911.743164	-66.160690
14917.126465	-93.539963
14922.509766	-105.992790
14927.893066	-112.623985
14933.276367	-116.202126
14938.659668	-120.035378
14944.042969	-132.076492
14949.426270	-117.098618
14954.809570	-113.687408
14960.192871	-116.804810
14965.576172	-129.819809
14970.959473	-137.891769
14976.342773	-129.246338
14981.726074	-121.824036
14987.109375	-119.842545
14992.492676	-122.669937
14997.875977	-125.665962
15003.259277	-138.536789
15008.642578	-122.807899
15014.025879	-117.364159
15019.409180	-116.595589
15024.792480	-117.127243
15030.175781	-120.106651
15035.559082	-120.743240
15040.942383	-132.330872
15046.325684	-120.976234
15051.708984	-119.748680
15057.092285	-115.691299
15062.475586	-115.822952
15067.858887	-121.558853
15073.242188	-115.070381
15078.625488	-142.584610
15084.008789	-114.623077
15089.392090	-112.174171
15094.775391	-103.347816
15100.158691	-95.256966
15105.541992	-79.125381
15110.925293	-63.310017
15116.308594	-62.313686
15121.691895	-74.554993
15127.075195	-92.969376
15132.458496	-103.744217
15137.841797	-107.740822
15143.225098	-117.428474
15148.608398	-124.851707
15153.991699	-118.842308
15159.375000	-116.511681
15164.758301	-114.674904
15170.141602	-116.385117
15175.524902	-125.920837
15180.908203	-131.216721
15186.291504	-126.864052
15191.674805	-120.109444
15197.058105	-119.053490
15202.441406	-127.432274
15207.824707	-117.212021
15213.208008	-115.092407
15218.591309	-117.609283
15223.974609	-120.818550
15229.357910	-124.642273
15234.741211	-117.315956
15240.124512	-118.259598
15245.507812	-132.722733
15250.891113	-119.571846
15256.274414	-119.359947
15261.657715	-122.798325
15267.041016	-123.467705
15272.424316	-122.805489
15277.807617	-117.558456
15283.190918	-128.079697
15288.574219	-118.822823
15293.957520	-115.051796
15299.340820	-132.411758
15304.724121	-121.684212
15310.107422	-108.179626
15315.490723	-71.877823
15320.874023	-65.242355
15326.257324	-70.644928
15331.640625	-104.896614
15337.023926	-121.885262
15342.407227	-124.768188
15347.790527	-123.336670
15353.173828	-119.748528
15358.557129	-118.964455
15363.940430	-115.483574
15369.323730	-114.145798
15374.707031	-118.379906
15380.090332	-120.744301
15385.473633	-117.489136
15390.856934	-119.484032
15396.240234	-123.328392
15401.623535	-133.432205
15407.006836	-123.467743
15412.390137	-118.692207
15417.773438	-129.671524
15423.156738	-114.908775
15428.540039	-118.241745
15433.923340	-119.375076
15439.306641	-120.454597
15444.689941	-122.309898
15450.073242	-123.730095
15455.456543	-114.150024
15460.839844	-121.853256
15466.223145	-130.885056
15471.606445	-129.328552
15476.989746	-123.876747
15482.373047	-120.582344
15487.756348	-112.130676
15493.139648	-115.970177
15498.522949	-114.449974
15503.906250	-116.950676
15509.289551	-111.489113
15514.672852	-100.096298
15520.056152	-84.057762
15525.439453	-69.871353
15530.822754	-69.807823
15536.206055	-83.601112
15541.589355	-101.219078
15546.972656	-110.602516
15552.355957	-113.353874
15557.739258	-117.904785
15563.122559	-123.592430
15568.505859	-134.060471
15573.889160	-123.740707
15579.272461	-119.037514
15584.655762	-116.466133
15590.039062	-121.769272
15595.422363	-126.101067
15600.805664	-131.394577
15606.188965	-124.114677
15611.572266	-124.684128
15616.955566	-116.160240
15622.338867	-117.495529
15627.722168	-120.878029
15633.105469	-111.638817
15638.488770	-110.314293
15643.872070	-115.515656
15649.255371	-117.625916
15654.638672	-121.852036
15660.021973	-115.136559
15665.405273	-116.780693
15670.788574	-116.336220
15676.171875	-120.121117
15681.555176	-121.998390
15686.938477	-140.262909
15692.321777	-121.723175
15697.705078	-117.006340
15703.088379	-125.239494
15708.471680	-114.944450
15713.854980	-123.177353
15719.238281	-116.427132
15724.621582	-110.541130
15730.004883	-74.463646
15735.388184	-68.902779
15740.771484	-75.403687
15746.154785	-112.313126
15751.538086	-114.164597
15756.921387	-113.762428
15762.304688	-117.983078
15767.687988	-127.768745
15773.071289	-121.449181
15778.454590	-119.229469
15783.837891	-120.961166
15789.221191	-126.775948
15794.604492	-117.380966
15799.987793	-117.030449
15805.371094	-118.333908
15810.754395	-123.430252
15816.137695	-114.769775
15821.520996	-112.004189
15826.904297	-114.320564
15832.287598	-120.389343
15837.670898	-118.997261
15843.054199	-128.017395
15848.437500	-120.355560
15853.820801	-123.440651
15859.204102	-120.217903
15864.587402	-122.082977
15869.970703	-123.449760
15875.354004	-121.399933
15880.737305	-117.861008
15886.120605	-117.603622
15891.503906	-117.237915
15896.887207	-115.961174
15902.270508	-119.433434
15907.653809	-114.738884
15913.037109	-114.310555
15918.420410	-109.833092
15923.803711	-105.193138
15929.187012	-94.787369
15934.570312	-76.611427
15939.953613	-64.085617
15945.336914	-64.908989
15950.720215	-80.300209
15956.103516	-97.398407
15961.486816	-104.666649
15966.870117	-112.156219
15972.253418	-116.288902
15977.636719	-121.224426
15983.020020	-133.846069
15988.403320	-126.321716
15993.786621	-115.598694
15999.169922	-111.347633
16004.553223	-114.490196
16009.936523	-124.657928
16015.319824	-121.308067
16020.703125	-117.095123
16026.086426	-124.321869
16031.469727	-123.272926
16036.853027	-124.795448
16042.236328	-118.392067
16047.619629	-112.636566
16053.002930	-113.207123
16058.386230	-127.624016
16063.769531	-119.276703
16069.152832	-115.023407
16074.536133	-112.899597
16079.919434	-118.936600
16085.302734	-134.555939
16090.686035	-118.448174
16096.069336	-117.428024
16101.452637	-118.172821
16106.835938	-119.194412
16112.219238	-118.413971
16117.602539	-110.943115
16122.985840	-117.301270
16128.369141	-110.114639
16133.752441	-114.090317
16139.135742	-103.139900
16144.519043	-75.522812
16149.902344	-70.906967
16155.285645	-78.390656
16160.668945	-108.504623
16166.052246	-118.087158
16171.435547	-109.928955
16176.818848	-114.553444
16182.202148	-115.594223
16187.585449	-112.122971
16192.968750	-112.291481
16198.352051	-115.819122
16203.735352	-119.133408
16209.118652	-118.661469
16214.501953	-114.030518
16219.885254	-113.800446
16225.268555	-113.839699
16230.651855	-118.995811
16236.035156	-124.289711
16241.418457	-115.166916
16246.801758	-111.742226
16252.185059	-112.488190
16257.568359	-110.144211
16262.951660	-114.276268
16268.334961	-116.861565
16273.718262	-119.386024
16279.101562	-116.025208
16284.484863	-111.159859
16289.868164	-113.206909
16295.251465	-124.195915
16300.634766	-122.363068
16306.018066	-118.943840
16311.401367	-131.771652
16316.784668	-113.061424
16322.167969	-112.152336
16327.551270	-110.966240
16332.934570	-117.556999
16338.317871	-105.434647
16343.701172	-105.974304
16349.084473	-81.553299
16354.467773	-70.567757
16359.851074	-72.313889
16365.234375	-89.950798
16370.617676	-103.817856
16376.000977	-115.949989
16381.384277	-110.593414
16386.767578	-114.740395
16392.150879	-115.176979
16397.534180	-118.453476
16402.917480	-126.387527
16408.300781	-122.932922
16413.684082	-116.314018
16419.067383	-120.932457
16424.450684	-115.657005
16429.833984	-115.534966
16435.217285	-124.252243
16440.600586	-116.038071
16445.983887	-113.175201
16451.367188	-120.887489
16456.750488	-112.946915
16462.133789	-113.502396
16467.517090	-119.452499
16472.900391	-115.858620
16478.283691	-123.466713
16483.666992	-109.786491
16489.050293	-108.606033
16494.433594	-122.836205
16499.816895	-115.549118
16505.200195	-116.875107
16510.583496	-118.925842
16515.966797	-118.646301
16521.350098	-122.836014
16526.733398	-116.130600
16532.116699	-117.235641
16537.500000	-120.026436
16542.883301	-118.884392
16548.266602	-118.196884
16553.649902	-100.739586
16559.033203	-80.996300
16564.416504	-77.598167
16569.799805	-86.211929
16575.183105	-117.250450
16580.566406	-114.404137
16585.949707	-120.149933
16591.333008	-112.147850
16596.716309	-109.648804
16602.099609	-110.901497
16607.482910	-115.703934
16612.866211	-116.799545
16618.249512	-113.226189
16623.632812	-110.561348
16629.016113	-109.804253
16634.399414	-107.299538
16639.782715	-104.787079
16645.166016	-106.325798
16650.549316	-109.539986
16655.932617	-110.038055
16661.315918	-110.794762
16666.699219	-117.195732
16672.082520	-113.499725
16677.465820	-113.274246
16682.849121	-111.999954
16688.232422	-111.824638
16693.615723	-115.382561
16698.999023	-121.827766
16704.382324	-107.982262
16709.765625	-108.019432
16715.148926	-112.664604
16720.532227	-125.271004
16725.915527	-122.102821
16731.298828	-113.306946
16736.682129	-116.436661
16742.065430	-135.577759
16747.448730	-121.082039
16752.832031	-109.412209
16758.215332	-120.838715
16763.598633	-85.079010
16768.981934	-75.713768
16774.365234	-78.470955
16779.748535	-97.601692
16785.131836	-126.284966
16790.515137	-112.610672
16795.898438	-119.340347
16801.281738	-117.145988
16806.665039	-120.426933
16812.048340	-114.079323
16817.431641	-114.254463
16822.814941	-109.597855
16828.198242	-109.120987
16833.581543	-121.341759
16838.964844	-115.450089
16844.348145	-119.405937
16849.731445	-119.136070
16855.114746	-124.271454
16860.498047	-125.305138
16865.881348	-114.157799
16871.264648	-109.123291
16876.647949	-110.249260
16882.031250	-114.605743
16887.414551	-121.449722
16892.797852	-114.450516
16898.181152	-113.649178
16903.564453	-120.225258
16908.947754	-117.755661
16914.331055	-118.412292
16919.714355	-107.997330
16925.097656	-109.506523
16930.480957	-116.953819
16935.864258	-114.026634
16941.247559	-132.712952
16946.630859	-126.752083
16952.014160	-120.042892
16957.397461	-114.102730
16962.780762	-108.803749
16968.164062	-105.782242
16973.547363	-88.291611
16978.930664	-85.458473
16984.313965	-94.806717
16989.697266	-113.439240
16995.080566	-118.187828
17000.463867	-114.866455
17005.847168	-113.040405
17011.230469	-108.725739
17016.613770	-110.331657
17021.997070	-119.119720
17027.380371	-113.299141
17032.763672	-113.457253
17038.146973	-118.796448
17043.530273	-116.091812
17048.913574	-119.325089
17054.296875	-117.533173
17059.680176	-138.466400
17065.063477	-121.920403
17070.446777	-120.207512
17075.830078	-115.572540
17081.213379	-114.461952
17086.596680	-113.124680
17091.979980	-113.527512
17097.363281	-112.625755
17102.746582	-113.282272
17108.129883	-109.218651
17113.513184	-111.827003
17118.896484	-114.261436
17124.279785	-109.747948
17129.663086	-113.320831
17135.046387	-120.797501
17140.429688	-117.502129
17145.812988	-116.897919
17151.196289	-118.093658
17156.579590	-113.200867
17161.962891	-117.983650
17167.346191	-110.833405
17172.729492	-108.265656
17178.112793	-98.881210
17183.496094	-91.889519
17188.879395	-95.215195
17194.262695	-109.300346
17199.645996	-115.239410
17205.029297	-115.097313
17210.412598	-115.893738
17215.795898	-110.714577
17221.179199	-109.858864
17226.562500	-112.084023
17231.945801	-111.781891
17237.329102	-110.071693
17242.712402	-115.142906
17248.095703	-116.215508
17253.479004	-144.563736
17258.862305	-111.985153
17264.245605	-110.764648
17269.628906	-115.796799
17275.012207	-111.926346
17280.395508	-108.540138
17285.778809	-110.096939
17291.162109	-118.049080
17296.545410	-114.377579
17301.928711	-123.051765
17307.312012	-111.715508
17312.695312	-112.051765
17318.078613	-118.345024
17323.461914	-118.273247
17328.845215	-109.941391
17334.228516	-113.574036
17339.611816	-114.082291
17344.995117	-113.627922
17350.378418	-116.475815
17355.761719	-111.577049
17361.145020	-114.178444
17366.528320	-116.918114
17371.911621	-110.576866
17377.294922	-107.930847
17382.678223	-93.089394
17388.061523	-74.898026
17393.444824	-73.094681
17398.828125	-84.203300
17404.211426	-105.018890
17409.594727	-111.396568
17414.978027	-112.231155
17420.361328	-120.637070
17425.744629	-130.291016
17431.127930	-116.419273
17436.511230	-112.143135
17441.894531	-107.343872
17447.277832	-110.523972
17452.661133	-109.649895
17458.044434	-111.001770
17463.427734	-132.229523
17468.811035	-115.613396
17474.194336	-118.680779
17479.577637	-118.358719
17484.960938	-113.915489
17490.344238	-108.909142
17495.727539	-110.207176
17501.110840	-123.255035
17506.494141	-111.409744
17511.877441	-114.923485
17517.260742	-112.495018
17522.644043	-112.250633
17528.027344	-128.698288
17533.410645	-113.536003
17538.793945	-114.506577
17544.177246	-116.447662
17549.560547	-113.480858
17554.943848	-110.154541
17560.327148	-115.302315
17565.710449	-111.959213
17571.093750	-110.031197
17576.477051	-117.499214
17581.860352	-118.732887
17587.243652	-111.164131
17592.626953	-87.873497
17598.010254	-80.204659
17603.393555	-84.713936
17608.776855	-110.597084
17614.160156	-114.293442
17619.543457	-116.547409
17624.926758	-117.396156
17630.310059	-124.758408
17635.693359	-114.618202
17641.076660	-110.171577
17646.459961	-109.885353
17651.843262	-147.376083
17657.226562	-113.407501
17662.609863	-118.567970
17667.993164	-111.001289
17673.376465	-111.816025
17678.759766	-109.689705
17684.143066	-107.638863
17689.526367	-110.126534
17694.909668	-121.751312
17700.292969	-109.605865
17705.676270	-107.175774
17711.059570	-106.844612
17716.442871	-109.743698
17721.826172	-119.063026
17727.209473	-112.800735
17732.592773	-110.781700
17737.976074	-111.688911
17743.359375	-113.003967
17748.742676	-116.713745
17754.125977	-108.890228
17759.509277	-110.284958
17764.892578	-119.785210
17770.275879	-107.803619
17775.659180	-116.657707
17781.042480	-110.502327
17786.425781	-106.391258
17791.809082	-99.837128
17797.192383	-82.939026
17802.575684	-67.584488
17807.958984	-66.842171
17813.342285	-79.619827
17818.725586	-97.102943
17824.108887	-111.939636
17829.492188	-105.145210
17834.875488	-119.091179
17840.258789	-118.321571
17845.642090	-116.334732
17851.025391	-109.247360
17856.408691	-113.396477
17861.791992	-111.342072
17867.175293	-108.096687
17872.558594	-111.935509
17877.941895	-110.140388
17883.325195	-111.018074
17888.708496	-111.497360
17894.091797	-116.165413
17899.475098	-114.156509
17904.858398	-111.276344
17910.241699	-108.201729
17915.625000	-110.375031
17921.008301	-115.048553
17926.391602	-122.430008
17931.774902	-126.332664
17937.158203	-119.408142
17942.541504	-122.454964
17947.924805	-129.428329
17953.308105	-107.854126
17958.691406	-107.690407
17964.074707	-110.129890
17969.458008	-123.493027
17974.841309	-113.538162
17980.224609	-113.377754
17985.607910	-117.890778
17990.991211	-113.396080
17996.374512	-133.123337
18001.757812	-110.616615
18007.141113	-77.306511
18012.524414	-71.056427
18017.907715	-76.733826
18023.291016	-109.252754
18028.674316	-110.462730
18034.057617	-111.948906
18039.440918	-109.507256
18044.824219	-109.283760
18050.207520	-117.768570
18055.590820	-122.448036
18060.974121	-128.016602
18066.357422	-110.848015
18071.740723	-109.665741
18077.124023	-120.053391
18082.507324	-116.938515
18087.890625	-116.007668
18093.273926	-115.616920
18098.657227	-106.060974
18104.040527	-106.926956
18109.423828	-117.444069
18114.807129	-116.455284
18120.190430	-110.277191
18125.573730	-106.463463
18130.957031	-111.705666
18136.340332	-113.964867
18141.723633	-113.974495
18147.106934	-108.878960
18152.490234	-105.169449
18157.873535	-104.223846
18163.256836	-109.857689
18168.640137	-108.393227
18174.023438	-110.148071
18179.406738	-114.234337
18184.790039	-110.237061
18190.173340	-114.338776
18195.556641	-119.876152
18200.939941	-111.505775
18206.323242	-107.765388
18211.706543	-89.601318
18217.089844	-75.919456
18222.473145	-75.944717
18227.856445	-90.048645
18233.239746	-102.820129
18238.623047	-111.418640
18244.006348	-107.824310
18249.389648	-115.727173
18254.772949	-110.744583
18260.156250	-130.203903
18265.539551	-112.242760
18270.922852	-117.117767
18276.306152	-112.207703
18281.689453	-111.753754
18287.072754	-118.528069
18292.456055	-117.320549
18297.839355	-113.468628
18303.222656	-110.363045
18308.605957	-117.783958
18313.989258	-115.602219
18319.372559	-111.684677
18324.755859	-130.851776
18330.139160	-111.103165
18335.522461	-115.856415
18340.905762	-120.603340
18346.289062	-127.277077
18351.672363	-127.636650
18357.055664	-121.741425
18362.438965	-116.490288
18367.822266	-120.567787
18373.205566	-114.518608
18378.588867	-125.470413
18383.972168	-114.229317
18389.355469	-112.107986
18394.738770	-107.527573
18400.122070	-103.612625
18405.505371	-104.396919
18410.888672	-113.207108
18416.271973	-106.774323
18421.655273	-80.454025
18427.038574	-75.084442
18432.421875	-81.848518
18437.805176	-107.063217
18443.188477	-108.190056
18448.571777	-110.630325
18453.955078	-111.985039
18459.338379	-111.192772
18464.721680	-106.617805
18470.104980	-107.422417
18475.488281	-112.536621
18480.871582	-115.876442
18486.254883	-137.471634
18491.638184	-112.309525
18497.021484	-113.039284
18502.404785	-115.254936
18507.788086	-105.317482
18513.171387	-105.521736
18518.554688	-108.804085
18523.937988	-107.379379
18529.321289	-104.859459
18534.704590	-104.394577
18540.087891	-104.413116
18545.471191	-107.156181
18550.854492	-105.725235
18556.237793	-103.369186
18561.621094	-110.787727
18567.004395	-112.499359
18572.387695	-122.172356
18577.770996	-117.089851
18583.154297	-109.627708
18588.537598	-118.087914
18593.920898	-111.235413
18599.304199	-117.297089
18604.687500	-117.692017
18610.070801	-125.714592
18615.454102	-114.259819
18620.837402	-108.361275
18626.220703	-100.285164
18631.604004	-86.858589
18636.987305	-87.535393
18642.370605	-98.864349
18647.753906	-108.077202
18653.137207	-110.329971
18658.520508	-115.704926
18663.903809	-111.992088
18669.287109	-105.419456
18674.670410	-106.311470
18680.053711	-114.836311
18685.437012	-116.661888
18690.820312	-116.757256
18696.203613	-115.879967
18701.586914	-114.957832
18706.970215	-107.632446
18712.353516	-110.282692
18717.736816	-110.030350
18723.120117	-110.857834
18728.503418	-108.223846
18733.886719	-105.545952
18739.270020	-103.897827
18744.653320	-106.924789
18750.036621	-114.815514
18755.419922	-107.220116
18760.803223	-108.028114
18766.186523	-114.296768
18771.569824	-118.950462
18776.953125	-112.198112
18782.336426	-109.908165
18787.719727	-108.516907
18793.103027	-112.614777
18798.486328	-109.659554
18803.869629	-109.470818
18809.252930	-111.346123
18814.636230	-115.626938
18820.019531	-111.579697
18825.402832	-121.382675
18830.786133	-110.402351
18836.169434	-85.660110
18841.552734	-81.276077
18846.936035	-88.951027
18852.319336	-108.743713
18857.702637	-111.394295
18863.085938	-114.902451
18868.469238	-117.082497
18873.852539	-119.098656
