Frequency (Hz)	Level (dB)
6336.145020	-130.885544
6341.528320	-130.517624
6346.911621	-130.716492
6352.294922	-130.119308
6357.678223	-134.957809
6363.061523	-132.280106
6368.444824	-138.914917
6373.828125	-146.071640
6379.211426	-130.737869
6384.594727	-134.082504
6389.978027	-125.131340
6395.361328	-126.330658
6400.744629	-114.215424
6406.127930	-104.905815
6411.511230	-82.807388
6416.894531	-73.078850
6422.277832	-75.850586
6427.661133	-96.202515
6433.044434	-110.473686
6438.427734	-118.112442
6443.811035	-126.573990
6449.194336	-126.751610
6454.577637	-133.038635
6459.960938	-142.794617
6465.344238	-132.504730
6470.727539	-134.933716
6476.110840	-130.129791
6481.494141	-128.913132
6486.877441	-131.425781
6492.260742	-133.312866
6497.644043	-130.596878
6503.027344	-135.841888
6508.410645	-142.371170
6513.793945	-144.398941
6519.177246	-139.338760
6524.560547	-137.167694
6529.943848	-127.649284
6535.327148	-127.017685
6540.710449	-131.279617
6546.093750	-128.675369
6551.477051	-134.680069
6556.860352	-129.031921
6562.243652	-132.128433
6567.626953	-136.521194
6573.010254	-127.023338
6578.393555	-135.521545
6583.776855	-128.216110
6589.160156	-128.400818
6594.543457	-121.986649
6599.926758	-120.430725
6605.310059	-112.116264
6610.693359	-103.513367
6616.076660	-89.459419
6621.459961	-69.582413
6626.843262	-66.977196
6632.226562	-76.933113
6637.609863	-98.434944
6642.993164	-108.844803
6648.376465	-116.986229
6653.759766	-121.098045
6659.143066	-124.244400
6664.526367	-134.422745
6669.909668	-132.792175
6675.292969	-132.244904
6680.676270	-141.906738
6686.059570	-131.557434
6691.442871	-141.482422
6696.826172	-140.171265
6702.209473	-130.933243
6707.592773	-130.458115
6712.976074	-140.369812
6718.359375	-128.976822
6723.742676	-126.953590
6729.125977	-127.791428
6734.509277	-132.803314
6739.892578	-135.799164
6745.275879	-130.100830
6750.659180	-143.742722
6756.042480	-137.274567
6761.425781	-129.867981
6766.809082	-140.076019
6772.192383	-144.678787
6777.575684	-128.243393
6782.958984	-136.042053
6788.342285	-128.630066
6793.725586	-124.327873
6799.108887	-126.719963
6804.492188	-116.657677
6809.875488	-112.534798
6815.258789	-105.094376
6820.642090	-94.112022
6826.025391	-69.215431
6831.408691	-60.687012
6836.791992	-64.414757
6842.175293	-88.217484
6847.558594	-101.181854
6852.941895	-110.168472
6858.325195	-117.320023
6863.708496	-120.008934
6869.091797	-125.879021
6874.475098	-124.927238
6879.858398	-130.356567
6885.241699	-122.381210
6890.625000	-124.837471
6896.008301	-124.918930
6901.391602	-125.933586
6906.774902	-129.028351
6912.158203	-134.238480
6917.541504	-131.105225
6922.924805	-138.843414
6928.308105	-128.711243
6933.691406	-127.094673
6939.074707	-127.082886
6944.458008	-133.621292
6949.841309	-135.847458
6955.224609	-130.371414
6960.607910	-136.393341
6965.991211	-122.724075
6971.374512	-133.388596
6976.757812	-121.959526
6982.141113	-129.384903
6987.524414	-117.239586
6992.907715	-119.524048
6998.291016	-116.091438
7003.674316	-110.644165
7009.057617	-107.076416
7014.440918	-101.780571
7019.824219	-95.335693
7025.207520	-86.318146
7030.590820	-71.216850
7035.974121	-53.836548
7041.357422	-52.174488
7046.740723	-63.452667
7052.124023	-82.933098
7057.507324	-93.012367
7062.890625	-99.961037
7068.273926	-105.865967
7073.657227	-111.683693
7079.040527	-112.361794
7084.423828	-118.116013
7089.807129	-121.410995
7095.190430	-122.167305
7100.573730	-125.958412
7105.957031	-127.618271
7111.340332	-129.952118
7116.723633	-127.176170
7122.106934	-136.871323
7127.490234	-128.789139
7132.873535	-132.369202
7138.256836	-127.876289
7143.640137	-130.223938
7149.023438	-127.634071
7154.406738	-131.945541
7159.790039	-129.946625
7165.173340	-129.478088
7170.556641	-124.919464
7175.939941	-130.535126
7181.323242	-134.575195
7186.706543	-128.054962
7192.089844	-133.478455
7197.473145	-142.735062
7202.856445	-140.110535
7208.239746	-127.792099
7213.623047	-126.273254
7219.006348	-121.993507
7224.389648	-115.235001
7229.772949	-109.704567
7235.156250	-97.242004
7240.539551	-67.768547
7245.922852	-60.367180
7251.306152	-65.074127
7256.689453	-94.087105
7262.072754	-106.533318
7267.456055	-115.640572
7272.839355	-120.244247
7278.222656	-124.719879
7283.605957	-136.137665
7288.989258	-126.759735
7294.372559	-127.877571
7299.755859	-126.222626
7305.139160	-131.486542
7310.522461	-129.319748
7315.905762	-138.846039
7321.289062	-125.072243
7326.672363	-127.555344
7332.055664	-131.482712
7337.438965	-126.222816
7342.822266	-145.018097
7348.205566	-126.165596
7353.588867	-134.061325
7358.972168	-126.392273
7364.355469	-123.216766
7369.738770	-133.067032
7375.122070	-129.140350
7380.505371	-143.538132
7385.888672	-126.248093
7391.271973	-129.119705
7396.655273	-123.716194
7402.038574	-123.249496
7407.421875	-121.963989
7412.805176	-115.579933
7418.188477	-113.490852
7423.571777	-108.842621
7428.955078	-103.344803
7434.338379	-96.892921
7439.721680	-87.435951
7445.104980	-71.481842
7450.488281	-56.102039
7455.871582	-55.367947
7461.254883	-68.089325
7466.638184	-86.027390
7472.021484	-95.518707
7477.404785	-103.183411
7482.788086	-107.851410
7488.171387	-113.403015
7493.554688	-116.128181
7498.937988	-119.014969
7504.321289	-122.256744
7509.704590	-126.946480
7515.087891	-128.386688
7520.471191	-126.240227
7525.854492	-132.208191
7531.237793	-139.970169
7536.621094	-126.423225
7542.004395	-133.156067
7547.387695	-132.236984
7552.770996	-131.811768
7558.154297	-135.617218
7563.537598	-135.842773
7568.920898	-137.246994
7574.304199	-137.067078
7579.687500	-133.281143
7585.070801	-132.965515
7590.454102	-130.954620
7595.837402	-130.921524
7601.220703	-128.333191
7606.604004	-135.791245
7611.987305	-124.643028
7617.370605	-123.587631
7622.753906	-130.540848
7628.137207	-124.224281
7633.520508	-127.392807
7638.903809	-138.966278
7644.287109	-124.313988
7649.670410	-113.838104
7655.053711	-71.231064
7660.437012	-64.912033
7665.820312	-70.639786
7671.203613	-114.627556
7676.586914	-120.568291
7681.970215	-130.849792
7687.353516	-125.278900
7692.736816	-136.300064
7698.120117	-132.856201
7703.503418	-138.054596
7708.886719	-127.498482
7714.270020	-128.208145
7719.653320	-139.605713
7725.036621	-128.908493
7730.419922	-127.346275
7735.803223	-133.340485
7741.186523	-143.321106
7746.569824	-143.432373
7751.953125	-135.109650
7757.336426	-137.467133
7762.719727	-147.289261
7768.103027	-136.174026
7773.486328	-128.305023
7778.869629	-131.498032
7784.252930	-150.592255
7789.636230	-127.796692
7795.019531	-131.396988
7800.402832	-136.263336
7805.786133	-133.267365
7811.169434	-131.256958
7816.552734	-124.963631
7821.936035	-120.648178
7827.319336	-132.513321
7832.702637	-118.170807
7838.085938	-118.306580
7843.469238	-110.900833
7848.852539	-104.380875
7854.235840	-94.728928
7859.619141	-77.658669
7865.002441	-64.015533
7870.385742	-64.204628
7875.769043	-78.501297
7881.152344	-95.505577
7886.535645	-103.872314
7891.918945	-111.957565
7897.302246	-116.254921
7902.685547	-121.794022
7908.068848	-131.491211
7913.452148	-119.387321
7918.835449	-125.180870
7924.218750	-127.236786
7929.602051	-126.486626
7934.985352	-139.595169
7940.368652	-128.363937
7945.751953	-130.971130
7951.135254	-141.283249
7956.518555	-126.150963
7961.901855	-124.185547
7967.285156	-128.010284
7972.668457	-133.880646
7978.051758	-134.841660
7983.435059	-127.217804
7988.818359	-129.661575
7994.201660	-154.105606
7999.584961	-137.996536
8004.968262	-134.793686
8010.351562	-136.877060
8015.734863	-138.904770
8021.118164	-132.589310
8026.501465	-127.038132
8031.884766	-125.657059
8037.268066	-131.132050
8042.651367	-128.535355
8048.034668	-128.576416
8053.417969	-133.713852
8058.801270	-117.875229
8064.184570	-112.133095
8069.567871	-76.265625
8074.951172	-70.956932
8080.334473	-77.707985
8085.717773	-113.035004
8091.101074	-123.931580
8096.484375	-125.631561
8101.867676	-148.663696
8107.250977	-132.192642
8112.634277	-145.106079
8118.017578	-127.287918
8123.400879	-135.922256
8128.784180	-133.857422
8134.167480	-127.864731
8139.550781	-130.730682
8144.934082	-135.594788
8150.317383	-135.163895
8155.700684	-147.613312
8161.083984	-136.492706
8166.467285	-131.170074
8171.850586	-137.280289
8177.233887	-132.050369
8182.617188	-129.711868
8188.000488	-129.890640
8193.383789	-137.438141
8198.767090	-129.797195
8204.150391	-125.660095
8209.533691	-126.048958
8214.916992	-124.534966
8220.300293	-123.823059
8225.683594	-142.225983
8231.066895	-129.189697
8236.450195	-123.306999
8241.833496	-125.057602
8247.216797	-120.352440
8252.600098	-118.862946
8257.983398	-110.648827
8263.366699	-103.751976
8268.750000	-94.371376
8274.133301	-75.709007
8279.516602	-63.607155
8284.899902	-64.724876
8290.283203	-80.885628
8295.666504	-96.596436
8301.049805	-105.619987
8306.433105	-111.272636
8311.816406	-121.551743
8317.199707	-117.816307
8322.583008	-130.855408
8327.966309	-128.495285
8333.349609	-126.062775
8338.732910	-144.545868
8344.116211	-126.811417
8349.499512	-134.789734
8354.882812	-130.779007
8360.266113	-133.913132
8365.649414	-127.032562
8371.032715	-127.585487
8376.416016	-126.542107
8381.799316	-127.723763
8387.182617	-130.420670
8392.565918	-129.192322
8397.949219	-136.570450
8403.332520	-129.457199
8408.715820	-136.272552
8414.099121	-125.886810
8419.482422	-127.379791
8424.865723	-138.190369
8430.249023	-134.590286
8435.632324	-129.207047
8441.015625	-124.790199
8446.398926	-136.419540
8451.782227	-125.366135
8457.165527	-131.957779
8462.548828	-126.701401
8467.932129	-120.825470
8473.315430	-113.550385
8478.698730	-99.942009
8484.082031	-73.617287
8489.465332	-69.317825
8494.848633	-77.186729
8500.231934	-104.151772
8505.615234	-116.089264
8510.998535	-123.645126
8516.381836	-127.383766
8521.765137	-129.893433
8527.148438	-149.509827
8532.531738	-137.407730
8537.915039	-127.783463
8543.298340	-126.239395
8548.681641	-127.171104
8554.064941	-136.603882
8559.448242	-136.547516
8564.831543	-130.363678
8570.214844	-127.061134
8575.598145	-126.994148
8580.981445	-130.374084
8586.364746	-129.357727
8591.748047	-133.838867
8597.131348	-134.527115
8602.514648	-134.009064
8607.897949	-131.433685
8613.281250	-135.672073
8618.664551	-125.864052
8624.047852	-124.859390
8629.431152	-150.720917
8634.814453	-125.017380
8640.197754	-144.651550
8645.581055	-122.949966
8650.964355	-120.959213
8656.347656	-117.820229
8661.730957	-114.383430
8667.114258	-112.019836
8672.497559	-105.122566
8677.880859	-97.981522
8683.264160	-87.742714
8688.647461	-67.542885
8694.030762	-56.818943
8699.414062	-58.868961
8704.797363	-77.224411
8710.180664	-91.809036
8715.563965	-101.029259
8720.947266	-107.231102
8726.330566	-112.043045
8731.713867	-117.225349
8737.097168	-124.253784
8742.480469	-118.857635
8747.863770	-123.761139
8753.247070	-129.022781
8758.630371	-126.356194
8764.013672	-129.176849
8769.396973	-123.351311
8774.780273	-130.737366
8780.163574	-132.309052
8785.546875	-120.357880
8790.930176	-124.863960
8796.313477	-126.797806
8801.696777	-124.530945
8807.080078	-127.974731
8812.463379	-128.924744
8817.846680	-132.941162
8823.229980	-132.551239
8828.613281	-125.178375
8833.996582	-136.317505
8839.379883	-132.662018
8844.763184	-132.230240
8850.146484	-134.881470
8855.529785	-131.765350
8860.913086	-133.898514
8866.296387	-124.975319
8871.679688	-127.370445
8877.062988	-117.611504
8882.446289	-112.942497
8887.829590	-104.671860
8893.212891	-90.527901
8898.596191	-68.472069
8903.979492	-65.151917
8909.362793	-74.172165
8914.746094	-97.695953
8920.129395	-108.485237
8925.512695	-114.973656
8930.895996	-121.687309
8936.279297	-118.290031
8941.662598	-126.050957
8947.045898	-123.239540
8952.429199	-125.214088
8957.812500	-125.917053
8963.195801	-128.746002
8968.579102	-139.338470
8973.962402	-127.455109
8979.345703	-132.028793
8984.729004	-129.779373
8990.112305	-142.029358
8995.495605	-123.808006
9000.878906	-137.007828
9006.262207	-127.390472
9011.645508	-130.690216
9017.028809	-128.571732
9022.412109	-127.629929
9027.795410	-135.606033
9033.178711	-133.094772
9038.562012	-131.397614
9043.945312	-127.169273
9049.328613	-127.628143
9054.711914	-130.054062
9060.095215	-127.338028
9065.478516	-130.042130
9070.861816	-141.342575
9076.245117	-124.987801
9081.628418	-127.412498
9087.011719	-120.565994
9092.395020	-115.542747
9097.778320	-106.514114
9103.161621	-83.245628
9108.544922	-73.846321
9113.928223	-76.833817
9119.311523	-97.935013
9124.694824	-110.139740
9130.078125	-126.681648
9135.461426	-122.870247
9140.844727	-128.728806
9146.228027	-134.104355
9151.611328	-134.512131
9156.994629	-138.846451
9162.377930	-130.372467
9167.761230	-126.963844
9173.144531	-130.145599
9178.527832	-128.694931
9183.911133	-124.155197
9189.294434	-126.551857
9194.677734	-131.872528
9200.061035	-123.379646
9205.444336	-130.401428
9210.827637	-133.728638
9216.210938	-126.079170
9221.594238	-124.643562
9226.977539	-136.016693
9232.360840	-144.371368
9237.744141	-149.709595
9243.127441	-123.915871
9248.510742	-130.994019
9253.894043	-137.401642
9259.277344	-121.865540
9264.660645	-126.696999
9270.043945	-125.760033
9275.427246	-121.571358
9280.810547	-120.550179
9286.193848	-121.472412
9291.577148	-109.694450
9296.960449	-106.055656
9302.343750	-96.417038
9307.727051	-82.059959
9313.110352	-62.858921
9318.493652	-60.481087
9323.876953	-70.745308
9329.260254	-91.670059
9334.643555	-101.770882
9340.026855	-111.093918
9345.410156	-112.139259
9350.793457	-121.098450
9356.176758	-120.243446
9361.560059	-128.571671
9366.943359	-126.486916
9372.326660	-138.341492
9377.709961	-127.127113
9383.093262	-127.180077
9388.476562	-126.640060
9393.859863	-124.020554
9399.243164	-132.227509
9404.626465	-132.954483
9410.009766	-137.658173
9415.393066	-128.884140
9420.776367	-124.156944
9426.159668	-125.645645
9431.542969	-124.182655
9436.926270	-127.390060
9442.309570	-138.329208
9447.692871	-128.587708
9453.076172	-135.236237
9458.459473	-131.812515
9463.842773	-135.424133
9469.226074	-140.650421
9474.609375	-121.671051
9479.992676	-124.023849
9485.375977	-121.714691
9490.759277	-131.943390
9496.142578	-117.314743
9501.525879	-123.569130
9506.909180	-108.742752
9512.292480	-98.892151
9517.675781	-72.910141
9523.059082	-64.660934
9528.442383	-68.617767
9533.825684	-93.441010
9539.208984	-105.467033
9544.592285	-115.495934
9549.975586	-122.046814
9555.358887	-121.219841
9560.742188	-125.200226
9566.125488	-124.675041
9571.508789	-122.298691
9576.892090	-129.278122
9582.275391	-131.303345
9587.658691	-137.075989
9593.041992	-129.052734
9598.425293	-123.174889
9603.808594	-125.936897
9609.191895	-126.914360
9614.575195	-127.812935
9619.958496	-136.607330
9625.341797	-136.609116
9630.725098	-127.849174
9636.108398	-126.948608
9641.491699	-125.137909
9646.875000	-132.536484
9652.258301	-124.277618
9657.641602	-127.690529
9663.024902	-129.307190
9668.408203	-124.047684
9673.791504	-123.991516
9679.174805	-127.171455
9684.558105	-124.613091
9689.941406	-121.125381
9695.324707	-116.483452
9700.708008	-115.210373
9706.091309	-107.862183
9711.474609	-101.906868
9716.857910	-92.843323
9722.241211	-77.468224
9727.624512	-60.612976
9733.007812	-59.171333
9738.391113	-70.784439
9743.774414	-89.730751
9749.157715	-100.079269
9754.541016	-106.519325
9759.924316	-112.775429
9765.307617	-119.034279
9770.690918	-117.830055
9776.074219	-127.132751
9781.457520	-122.413773
9786.840820	-132.028107
9792.224121	-148.598663
9797.607422	-130.327637
9802.990723	-130.376907
9808.374023	-132.238739
9813.757324	-126.203072
9819.140625	-134.677780
9824.523926	-130.355667
9829.907227	-125.789856
9835.290527	-128.022568
9840.673828	-129.885056
9846.057129	-130.946121
9851.440430	-137.151871
9856.823730	-127.763130
9862.207031	-130.775406
9867.590332	-131.561798
9872.973633	-121.806229
9878.356934	-125.540215
9883.740234	-130.406906
9889.123535	-121.490143
9894.506836	-123.761154
9899.890137	-128.090576
9905.273438	-123.607391
9910.656738	-120.635414
9916.040039	-117.573242
9921.423340	-108.261047
9926.806641	-97.190063
9932.189941	-65.869095
9937.573242	-58.724510
9942.956543	-63.662056
9948.339844	-94.378639
9953.723145	-106.271378
9959.106445	-116.386299
9964.489746	-121.055565
9969.873047	-121.897644
9975.256348	-137.053421
9980.639648	-135.535782
9986.022949	-123.125481
9991.406250	-132.188583
9996.789551	-129.381622
10002.172852	-124.847160
10007.556152	-124.098053
10012.939453	-126.661163
10018.322754	-151.219971
10023.706055	-128.115799
10029.089355	-127.000916
10034.472656	-127.994118
10039.855957	-126.661385
10045.239258	-126.245781
10050.622559	-128.517410
10056.005859	-128.221802
10061.389160	-131.374008
10066.772461	-128.279282
10072.155762	-120.460022
10077.539062	-129.106247
10082.922363	-139.309769
10088.305664	-125.563309
10093.688965	-121.800461
10099.072266	-126.885811
10104.455566	-124.555519
10109.838867	-117.532234
10115.222168	-114.956604
10120.605469	-110.246857
10125.988770	-102.617538
10131.372070	-93.603683
10136.755371	-77.303757
10142.138672	-62.368519
10147.521973	-61.852684
10152.905273	-74.925423
10158.288574	-92.625755
10163.671875	-102.004852
10169.055176	-109.305984
10174.438477	-114.858688
10179.821777	-117.729614
10185.205078	-122.207596
10190.588379	-124.596840
10195.971680	-131.420227
10201.354980	-123.833839
10206.738281	-136.727737
10212.121582	-128.028473
10217.504883	-143.880478
10222.888184	-128.618546
10228.271484	-120.977386
10233.654785	-126.024796
10239.038086	-132.793884
10244.421387	-130.396576
10249.804688	-131.484222
10255.187988	-126.959641
10260.571289	-126.777428
10265.954590	-130.572113
10271.337891	-127.243568
10276.721191	-138.877090
10282.104492	-130.623566
10287.487793	-127.301453
10292.871094	-127.457680
10298.254395	-135.684601
10303.637695	-135.855957
10309.020996	-137.598969
10314.404297	-130.008606
10319.787598	-124.933128
10325.170898	-128.031036
10330.554199	-129.526855
10335.937500	-121.126457
10341.320801	-129.073151
10346.704102	-69.968765
10352.087402	-63.895496
10357.470703	-69.851723
10362.854004	-125.578674
10368.237305	-130.857574
10373.620605	-129.529724
10379.003906	-128.811478
10384.387207	-122.279495
10389.770508	-129.022705
10395.153809	-132.341812
10400.537109	-129.237473
10405.920410	-131.942474
10411.303711	-142.412354
10416.687012	-134.101135
10422.070312	-125.218811
10427.453613	-129.202972
10432.836914	-134.429245
10438.220215	-152.201553
10443.603516	-130.617538
10448.986816	-130.045227
10454.370117	-137.248642
10459.753418	-140.679245
10465.136719	-134.283249
10470.520020	-126.914223
10475.903320	-128.388733
10481.286621	-133.800018
10486.669922	-145.074371
10492.053223	-130.369476
10497.436523	-133.362167
10502.819824	-139.756348
10508.203125	-133.579559
10513.586426	-124.484406
10518.969727	-129.481506
10524.353027	-129.027054
10529.736328	-128.400406
10535.119629	-121.988594
10540.502930	-118.526756
10545.886230	-108.765717
10551.269531	-90.948860
10556.652832	-77.768990
10562.036133	-78.197418
10567.419434	-92.958107
10572.802734	-109.666870
10578.186035	-116.859131
10583.569336	-125.572952
10588.952637	-132.353745
10594.335938	-132.419785
10599.719238	-126.812492
10605.102539	-125.324203
10610.485840	-125.323204
10615.869141	-133.430161
10621.252441	-125.505577
10626.635742	-126.454803
10632.019043	-131.203445
10637.402344	-128.040710
10642.785645	-122.981514
10648.168945	-125.793381
10653.552246	-144.094452
10658.935547	-132.361206
10664.318848	-126.391922
10669.702148	-127.040428
10675.085449	-134.536392
10680.468750	-125.203896
10685.852051	-126.482468
10691.235352	-126.756439
10696.618652	-135.391357
10702.001953	-133.016220
10707.385254	-133.313492
10712.768555	-134.039230
10718.151855	-131.070404
10723.535156	-128.113541
10728.918457	-123.641510
10734.301758	-129.591217
10739.685059	-119.688133
10745.068359	-133.772705
10750.451660	-117.274284
10755.834961	-103.260750
10761.218262	-71.942024
10766.601562	-66.894020
10771.984863	-73.925110
10777.368164	-105.959122
10782.751465	-116.464600
10788.134766	-128.365021
10793.518066	-130.328491
10798.901367	-148.814667
10804.284668	-130.864914
10809.667969	-134.441422
10815.051270	-133.748917
10820.434570	-138.617874
10825.817871	-129.383972
10831.201172	-130.004364
10836.584473	-130.446960
10841.967773	-132.690613
10847.351074	-137.589508
10852.734375	-134.747879
10858.117676	-133.188751
10863.500977	-135.312775
10868.884277	-135.650558
10874.267578	-130.206100
10879.650879	-130.155563
10885.034180	-125.844498
10890.417480	-122.743195
10895.800781	-121.946877
10901.184082	-127.734245
10906.567383	-125.534103
10911.950684	-133.306030
10917.333984	-125.310989
10922.717285	-121.582245
10928.100586	-124.064102
10933.483887	-119.043663
10938.867188	-113.773163
10944.250488	-110.512955
10949.633789	-104.324280
10955.017090	-97.541405
10960.400391	-87.496559
10965.783691	-68.631981
10971.166992	-56.860920
10976.550293	-58.195141
10981.933594	-74.830513
10987.316895	-90.183250
10992.700195	-99.408348
10998.083496	-105.919884
11003.466797	-110.877708
11008.850098	-116.212593
11014.233398	-118.306396
11019.616699	-123.556923
11025.000000	-127.724640
11030.383301	-122.849609
11035.766602	-138.230362
11041.149902	-126.689888
11046.533203	-132.027710
11051.916504	-124.977318
11057.299805	-132.159348
11062.683105	-135.921951
11068.066406	-132.185272
11073.449707	-130.533371
11078.833008	-130.887970
11084.216309	-124.168381
11089.599609	-130.134430
11094.982910	-133.767883
11100.366211	-138.580795
11105.749512	-134.380249
11111.132812	-138.788773
11116.516113	-126.576599
11121.899414	-126.903816
11127.282715	-135.815323
11132.666016	-129.938812
11138.049316	-120.410576
11143.432617	-117.507233
11148.815918	-116.205727
11154.199219	-108.920006
11159.582520	-103.442162
11164.965820	-94.854294
11170.349121	-81.768616
11175.732422	-56.488823
11181.115723	-52.419964
11186.499023	-60.546185
11191.882324	-86.763870
11197.265625	-97.933250
11202.648926	-105.373299
11208.032227	-110.880516
11213.415527	-116.769989
11218.798828	-119.043434
11224.182129	-125.281044
11229.565430	-122.960800
11234.948730	-130.606293
11240.332031	-135.472168
11245.715332	-139.760788
11251.098633	-127.242851
11256.481934	-129.973007
11261.865234	-135.320984
11267.248535	-135.715668
11272.631836	-127.004723
11278.015137	-133.663010
11283.398438	-140.243286
11288.781738	-134.714508
11294.165039	-131.468155
11299.548340	-148.464294
11304.931641	-130.460693
11310.314941	-129.002289
11315.698242	-127.162651
11321.081543	-128.477417
11326.464844	-126.862740
11331.848145	-138.623672
11337.231445	-133.570267
11342.614746	-131.157120
11347.998047	-135.223511
11353.381348	-125.409637
11358.764648	-130.209213
11364.147949	-116.168732
11369.531250	-111.376328
11374.914551	-100.891800
11380.297852	-80.055779
11385.681152	-69.658844
11391.064453	-71.929276
11396.447754	-90.817566
11401.831055	-105.605446
11407.214355	-113.067535
11412.597656	-122.587837
11417.980957	-127.324654
11423.364258	-123.684052
11428.747559	-132.133972
11434.130859	-126.981255
11439.514160	-128.655945
11444.897461	-125.688339
11450.280762	-132.726578
11455.664062	-132.862259
11461.047363	-132.945206
11466.430664	-127.740784
11471.813965	-126.958946
11477.197266	-132.920349
11482.580566	-136.229156
11487.963867	-131.804047
11493.347168	-134.607086
11498.730469	-147.799728
11504.113770	-135.176926
11509.497070	-137.319656
11514.880371	-138.860474
11520.263672	-137.418915
11525.646973	-139.578232
11531.030273	-144.761215
11536.413574	-126.923340
11541.796875	-130.308685
11547.180176	-124.374443
11552.563477	-131.426910
11557.946777	-124.496803
11563.330078	-122.306778
11568.713379	-114.795242
11574.096680	-109.745735
11579.479980	-101.059334
11584.863281	-87.125969
11590.246582	-65.727852
11595.629883	-62.624584
11601.013184	-71.936630
11606.396484	-94.583481
11611.779785	-105.797134
11617.163086	-112.546249
11622.546387	-117.939674
11627.929688	-126.320503
11633.312988	-122.940331
11638.696289	-135.292053
11644.079590	-130.600662
11649.462891	-139.220169
11654.846191	-132.907822
11660.229492	-135.589218
11665.612793	-130.678635
11670.996094	-133.101624
11676.379395	-129.768677
11681.762695	-127.300667
11687.145996	-138.325134
11692.529297	-136.413910
11697.912598	-136.266602
11703.295898	-133.829071
11708.679199	-139.619293
11714.062500	-139.864700
11719.445801	-148.830078
11724.829102	-129.581451
11730.212402	-126.952957
11735.595703	-130.549240
11740.979004	-131.072479
11746.362305	-131.420212
11751.745605	-137.271988
11757.128906	-132.641632
11762.512207	-137.964478
11767.895508	-126.426895
11773.278809	-133.997192
11778.662109	-119.791656
11784.045410	-117.339996
11789.428711	-105.197342
11794.812012	-81.927376
11800.195312	-72.790375
11805.578613	-76.009926
11810.961914	-97.701660
11816.345215	-111.924820
11821.728516	-119.503105
11827.111816	-126.597427
11832.495117	-138.999847
11837.878418	-130.222961
11843.261719	-144.087997
11848.645020	-133.023651
11854.028320	-135.177124
11859.411621	-131.913651
11864.794922	-128.054565
11870.178223	-142.996277
11875.561523	-133.582611
11880.944824	-135.751175
11886.328125	-146.209457
11891.711426	-137.060532
11897.094727	-136.586014
11902.478027	-129.237198
11907.861328	-130.217224
11913.244629	-138.783951
11918.627930	-139.168976
11924.011230	-133.457291
11929.394531	-133.493164
11934.777832	-136.337509
11940.161133	-134.041992
11945.544434	-131.675262
11950.927734	-130.392899
11956.311035	-130.924149
11961.694336	-128.060074
11967.077637	-130.515991
11972.460938	-129.722366
11977.844238	-131.026337
11983.227539	-127.651215
11988.610840	-120.086464
11993.994141	-111.535835
11999.377441	-96.615555
12004.760742	-78.034828
12010.144043	-75.871574
12015.527344	-86.418030
12020.910645	-106.988594
12026.293945	-116.645309
12031.677246	-127.677536
12037.060547	-126.394592
12042.443848	-136.548309
12047.827148	-154.040726
12053.210449	-131.217300
12058.593750	-144.230270
12063.977051	-143.685867
12069.360352	-138.138260
12074.743652	-138.842636
12080.126953	-138.261703
12085.510254	-148.769089
12090.893555	-135.618454
12096.276855	-136.158936
12101.660156	-149.826584
12107.043457	-145.744171
12112.426758	-144.406097
12117.810059	-139.275238
12123.193359	-137.454849
12128.576660	-136.109665
12133.959961	-143.731796
12139.343262	-169.638992
12144.726562	-138.435760
12150.109863	-132.073914
12155.493164	-129.776306
12160.876465	-143.548187
12166.259766	-137.538681
12171.643066	-138.912170
12177.026367	-125.089417
12182.409668	-129.764694
12187.792969	-124.130852
12193.176270	-116.071541
12198.559570	-109.447189
12203.942871	-98.016838
12209.326172	-71.322495
12214.709473	-63.329830
12220.092773	-67.516151
12225.476074	-93.428986
12230.859375	-106.194260
12236.242676	-114.861969
12241.625977	-122.712112
12247.009277	-123.668533
12252.392578	-129.143814
12257.775879	-137.827347
12263.159180	-131.643326
12268.542480	-136.218399
12273.925781	-130.767700
12279.309082	-135.220505
12284.692383	-138.167618
12290.075684	-135.046280
12295.458984	-134.209778
12300.842285	-130.981277
12306.225586	-134.078949
12311.608887	-137.402863
12316.992188	-143.433319
12322.375488	-136.078201
12327.758789	-136.349930
12333.142090	-159.666489
12338.525391	-141.237839
12343.908691	-135.296921
12349.291992	-132.852493
12354.675293	-136.102356
12360.058594	-138.660446
12365.441895	-135.282425
12370.825195	-144.967239
12376.208496	-137.054214
12381.591797	-127.714722
12386.975098	-134.130096
12392.358398	-121.949333
12397.741699	-120.181160
12403.125000	-112.165642
12408.508301	-103.435501
12413.891602	-87.809776
12419.274902	-71.442566
12424.658203	-70.221375
12430.041504	-82.161438
12435.424805	-100.838348
12440.808105	-110.850906
12446.191406	-117.488144
12451.574707	-123.885460
12456.958008	-127.624428
12462.341309	-129.190018
12467.724609	-137.407120
12473.107910	-127.776382
12478.491211	-132.551025
12483.874512	-148.161057
12489.257812	-139.324478
12494.641113	-131.207626
12500.024414	-127.799164
12505.407715	-129.692062
12510.791016	-130.939316
12516.174316	-131.598434
12521.557617	-136.197266
12526.940918	-138.910278
12532.324219	-151.778000
12537.707520	-140.594543
12543.090820	-134.570190
12548.474121	-127.219460
12553.857422	-131.270294
12559.240723	-141.418228
12564.624023	-135.277161
12570.007324	-138.731155
12575.390625	-132.952484
12580.773926	-133.831238
12586.157227	-137.321671
12591.540527	-138.420868
12596.923828	-136.007584
12602.307129	-129.912476
